CLAVE,UBICACIÓN,ESTADO,MUNICIPIO,POBLACION,LATITUD,LONGITUD,CP,TX,EN HUELLA MBB,USUARIOS ACTIVOS MBB
160117,160117-PUENTE-DE-IXTLA,Morelos,Puente de Ixtla,"25,359",18.622676,-99.3220664,62665,FO,MBB,"1,800"
160123,160123-NICOLAS-BRAVO,Morelos,Mazatepec,"15,409",18.72866111,-99.36805556,62634,FO,MBB,"1,071"
160130,160130-XOXOCOTLA,Morelos,Puente de Ixtla,"29,965",18.68511111,-99.24883333,62680,FO,MBB,"1,868"
160132,160132-LERDO-DE-TEJADA,Morelos,Axochiapan,"21,131",18.50034444,-98.75490833,62950,FO,MBB,"1,225"
160139,160139-ALVARO-OBREGON,Morelos,Amacuzac,"4,932",18.60127778,-99.37752778,62644,FO,MBB,779
160140,160140-REFORMA,Morelos,Jonacatepec,"18,832",18.68555,-98.80030556,62930,FO,MBB,877
160142,160142-SAN-JUAN,Morelos,Tepalcingo,"21,468",18.58814722,-98.84931667,62920,FO,MBB,0
160151,160151-JUVENTINO-ROSAS,Morelos,Miacatlan,"11,613",18.76588889,-99.35705556,62600,FO,MBB,548
160153,160153-GALEANA,Morelos,Zacatepec,"24,027",18.64238889,-99.2257,62785,FO,MBB,"1,796"
160157,160157-TEHUIXTLA,Morelos,Jojutla,"6,750",18.55799722,-99.26837222,62910,FO,MBB,540
160159,160159-ALPUYECA,Morelos,Xochitepec,"11,021",18.75266,-99.24299,62796,MW,MBB,"1,588"
160166,160166-5-FEBRERO,Morelos,Tlaltizapan de Zapata,"14,256",18.683317,-99.119638,62770,FO,MBB,683
160169,160169-SANTA-FE,Morelos,Xochitepec,"12,087",18.73655,-99.24748,62794,MW,MBB,"1,998"
160171,160171-CRISTOBAL-COLON,Morelos,Totolapan,"9,488",18.989764,-98.924528,62830,FO,MBB,"1,732"
160172,160172-GALEANA,Morelos,Ocuituco,"7,281",18.87293889,-98.77388333,62850,FO,MBB,1405
160174,160174-SANTA-CATARINA,Morelos,Tepoztlan,"4,699",18.97675556,-99.144525,62527,FO,MBB,503
160190,160190-TLACOCHICALCO,Morelos,Tetela del Volcan,"12,206",18.89308333,-98.732,62802,FO,MBB,"2,582"
160193,160193-LOS-ARCOS-YAUTEPEC,Morelos,Yautepec,"10,831",18.893806,-99.024806,62737,FO,MBB,773
160195,160195-LOMAS-DE-MIRADOR,Morelos,Cuernavaca,"4,620",18.92372,-99.21063,62430,FO,MBB,767
160198,160198-COAXITLAN,Morelos,Tlaquiltenango,"5,788",18.47105,-99.17059,62988,MW,MBB,297
160199,160199-EMILIANO-ZAPATA,Morelos,Emiliano Zapata,"12,509",18.82523,-99.19502,62766,MW,MBB,1030
160200,160200-COCOYOC,Morelos,Yautepec,"9,379",18.8835,-98.98354,62736,MW,MBB,352
160201,160201-JUMILTEPEC,Morelos,Ocuituco,"4,773",18.9094,-98.7833,62864,Satelital ,MBB,1013
160202,160202-CHINAMECA,Morelos,Ayala,"1,503",18.62268,-98.99731,62723,MW,MBB,534
160204,160204-HUITCHILA,Morelos,Tepalcingo,"5,328",18.65617,-98.92397,62923,MW,MBB,531
160205,160205-TLALNEPANTLA-MORELOS,Morelos,Tlalnepantla,"7,085",19.01102,-99.00148,62530,MW,MBB,"2,371"
160210,160210-POP,Morelos,Cuernavaca,"16,331",18.925167,-99.22142,62350,FO,MBB,"1,398"
160212,160212-RANCHO-LA-MORENITA,Morelos,Emiliano Zapata,"1,065",18.80932804,-99.18651733,62767,Satelital ,MBB,132
160306,160306-ZACUALPAN-DE-AMILPAS,Morelos,Zacualpan de Amilpas,"14,849",18.784362,-98.765539,62890,FO,MBB,"1,616"
160307,160307-HUITZILAC,Morelos,Huitzilac,"3,420",19.030852,-99.269344,62510,FO,MBB,561
160308,160308-HUAUTLA,Morelos,Tlaquiltenango,"1,469",18.44324,-99.01804,62990,Satelital ,MBB,364
160309,160309-QUILAMULA,Morelos,Tlaquiltenango,678.4071497,18.51125,-99.01489,62986,Satelital ,MBB,299
160311,160311-EL-VERGEL,Morelos,Ayala,"1,156",18.582832,-99.036189,62723,FO,MBB,365
160314,160314-LORENZO-VAZQUEZ,Morelos,Tlaquiltenango,784.0827379,18.57394417,-99.07356111,62986,Satelital ,MBB,303
160320,160320-LA-SELVA,Morelos,Xochitepec,"7,092",18.78309722,-99.207425,62790,FO,MBB,733
160322,160322-MAPLES,Morelos,Xochitepec,"3,160",18.77009,-99.22524,62790,FO,MBB,599
160323,160323-LA-LAGUNITA,Morelos,Miacatlan,973.5844698,18.87534,-99.42513,62608,Satelital ,MBB,201
170004,170004-JALA,Nayarit,Jala,"9,790",21.100069,-104.433612,63893,MW,MBB,1062
170006,170006-NERVO,Nayarit,Tepic,"8,353",21.52033,-104.889,63030,FO,MBB,"1,331"
170007,170007-SAN-CAYETANO,Nayarit,Tepic,"15,910",21.4485,-104.813222,63509,FO,MBB,1049
170008,170008-EL-PALOMAR,Nayarit,Tepic,"17,588",21.52614,-104.9249,63062,FO,MBB,"1,224"
170009,170009-SANTA-TERE,Nayarit,Tepic,"10,222",21.5288056,-104.897861,63089,FO,MBB,"1,209"
170010,170010-PARAISO,Nayarit,Tepic,"8,354",21.53576389,-104.8743611,63038,FO,MBB,"1,336"
170011,170011-HERIBERTO-CASAS,Nayarit,Tepic,"8,928",21.516556,-104.8999,63080,FO,MBB,858
170012,170012-LA-LOMA,Nayarit,Tepic,"11,895",21.50725,-104.90325,63139,FO,MBB,686
170013,170013-IGNACIO-ZARAGOZA,Nayarit,Tepic,"6,390",21.51507,-104.87751,63059,FO,MBB,767
170014,170014-LA-FERIA,Nayarit,Tepic,"8,346",21.475611,-104.883222,63196,FO,MBB,1136
170015,170015-NUEVO-PROGRESO,Nayarit,Xalisco,"7,695",21.4598611,-104.89522,63782,FO,MBB,"1,558"
170016,170016-XALISCO,Nayarit,Xalisco,"11,650",21.4464167,-104.898056,63780,FO,MBB,"1,384"
170017,170017-CIUDAD-DEL-VALLE,Nayarit,Tepic,"4,661",21.49081,-104.88864,63150,FO,MBB,548
170018,170018-LA-CANTERA,Nayarit,Tepic,"4,833",21.49467,-104.82712,63173,FO,MBB,"1,748"
170019,170019-HIDALGO,Nayarit,Tepic,"13,577",21.4709,-104.853667,63194,FO,MBB,"2,183"
170020,170020-LA-LAGUNA,Nayarit,Tepic,"11,500",21.49606,-104.90232,63160,FO,MBB,988
170021,170021-PUERTA-DEL-SOL,Nayarit,Xalisco,"4,513",21.45426,-104.8847,63783,FO,MBB,485
170022,170022-CORA,Nayarit,Tepic,"11,386",21.50179,-104.9173,63129,FO,MBB,848
170023,170023-JESUS-GARCIA,Nayarit,Tepic,"9,771",21.48784,-104.83716,63173,FO,MBB,"1,574"
170024,170024-EL-RODEO,Nayarit,Tepic,"17,173",21.52502,-104.91243,63068,FO,MBB,"2,853"
170025,170025-VALLE-VERDE,Nayarit,Tepic,"5,294",21.52427,-104.87606,63037,FO,MBB,"1,188"
170026,170026-TESTERAZO,Nayarit,Xalisco,"8,937",21.40909,-104.89194,63794,FO,MBB,507
170027,170027-EL-TAJO,Nayarit,Tepic,"3,275",21.566316,-104.871377,63501,FO,MBB,400
170029,170029-SEIS-DE-ENERO,Nayarit,Tepic,"4,208",21.526777,-104.81073,63504,FO,MBB,"1,196"
170030,170030-FRANCISCO-I-MADERO,Nayarit,Tepic,"6,843",21.58174,-104.82493,63500,FO,MBB,"1,869"
170031,170031-EL-MARLIN,Nayarit,Tepic,"7,531",21.498056,-104.878609,63177,FO,MBB,939
170032,170032-EL-PANTANAL,Nayarit,Xalisco,"9,227",21.42857,-104.86061,63792,FO,MBB,407
170033,170033-CEBORUCO,Nayarit,Jala,"5,526",21.1361861,-104.501064,63896,MW,MBB,327
170039,170039-SITIO-SAYULITA,Nayarit,Bahia de Banderas,"2,533",20.864011,-105.439895,63728,Satelital ,MBB,143
170045,170045-FRAY-JUNIPERO,Nayarit,Tepic,"21,278",21.51103611,-104.8910944,63000,MW,MBB,"1,115"
170046,170046-GOBERNADORES,Nayarit,Tepic,"10,729",21.485842,-104.875108,63175,FO,MBB,"1,676"
170047,170047-FORUM,Nayarit,Tepic,"4,681",21.49176,-104.86326,63175,FO,MBB,621
170048,170048-JUAREZ,Nayarit,Tepic,"11,891",21.5018,-104.88373,63000,FO,MBB,"1,557"
170049,170049-VALLE-DE-NAYARIT,Nayarit,Tepic,"4,208",21.48238889,-104.9082778,63180,MW,MBB,734
170050,170050-ANTONIA,Nayarit,Tepic,"14,368",21.50199,-104.89424,63159,MW,MBB,762
170051,170051-FRESNO,Nayarit,Tepic,"13,732",21.467303,-104.874124,63197,MW,MBB,"1,408"
170052,170052-MARIANO-MATAMOROS,Nayarit,Acaponeta,"14,182",22.49288889,-105.3625278,63430,FO,MBB,"1,544"
170054,170054-CALOCA,Nayarit,Compostela,"13,474",21.2390383,-104.8994656,63702,Satelital ,MBB,"1,550"
170055,170055-SAN-BLAS,Nayarit,San Blas,"9,817",21.54207317,-105.2819747,63743,FO,MBB,976
170061,170061-JAVIER-MINA-ORIENTE,Nayarit,Tecuala,"10,326",22.39907075,-105.4594493,63450,FO,MBB,459
170069,170069-YAGO,Nayarit,Santiago Ixcuintla,"9,899",21.83766,-105.063757,63380,FO,MBB,209
170070,170070-HUAJICORI,Nayarit,Huajicori,"8,669",22.637079,-105.318375,63480,Satelital ,MBB,356
170071,170071-GUADALUPE-VICTORIA,Nayarit,San Blas,"5,563",21.6745694,-105.3293,63758,Satelital ,MBB,206
170073,170073-SAUTA,Nayarit,Santiago Ixcuintla,"5,521",21.72192,-105.13966,63570,FO,MBB,262
170074,170074-GUAYABITOS,Nayarit,Compostela,"7,871",21.029021,-105.257199,63724,FO,MBB,1626
170078,170078-IXTLAN-DEL-RIO,Nayarit,Ixtlan del Rio,"24,216",21.05892,-104.36027,63943,MW,MBB,"1,686"
170080,170080-JESUS-MARIA,Nayarit,Del Nayar,"20,685",22.24101,-104.51553,63547,Satelital ,MBB,"1,741"
170088,170088-LA-YESCA,Nayarit,La Yesca,934.234201,21.3200435,-104.013088,63580,Satelital ,MBB,423
170096,170096-ISLAS-MARIAS,Nayarit,San Blas,"1,154",21.6475,-106.540555,63779,Satelital ,MBB,185
170099,170099-CAMINO-A-SANTIAGO,Nayarit,Santiago Ixcuintla,"12,284",21.85201,-105.14862,63383,Satelital ,MBB,117
170100,170100-QUINTANA,Nayarit,Rosamorada,"1,193",22.219607,-105.32669,63633,Satelital ,MBB,237
170104,170104-HUAJIMIC,Nayarit,La Yesca,"1,960",21.686838,-104.315887,63595,Satelital ,MBB,"1,113"
170105,170105-NOVILLERO,Nayarit,Tecuala,"1,524",22.38189,-105.66199,63466,Satelital ,MBB,71
170106,170106-LA-ZARCA,Nayarit,Compostela,"1,035",21.14676,-104.95517,63717,MW,MBB,144
170107,170107-EL-PALILLO,Nayarit,San Blas,"2,225",21.633,-105.1473,63765,MW,MBB,68
170108,170108-TETITLAN,Nayarit,Auacatlan,"3,551",21.126497,-104.6185,63910,FO,MBB,526
170109,170109-IXTAPAN-DE-CONCEPCION,Nayarit,Compostela,"1,861",21.30396,-105.15041,63709,MW,MBB,321
170110,170110-SANTA-CRUZ,Nayarit,San Blas,"5,033",21.40636,-105.19936,63777,MW,MBB,301
170111,170111-ZACUALPAN,Nayarit,Compostela,"6,036",21.24061,-105.16505,63710,MW,MBB,455
170112,170112-SAN-LORENZO,Nayarit,Ruiz,"6,482",21.942176,-105.075856,63605,Satelital ,MBB,339
170114,170114-ESTANCIA-DE-LOS-LOPEZ,Nayarit,Amatlan de Cañas,"4,047",20.86891,-104.43073,63994,Satelital ,MBB,369
170115,170115-AMATLAN-DE-CANAS,Nayarit,Amatlan de Cañas,"3,853",20.80348,-104.40079,63967,Satelital ,MBB,461
170116,170116-ZAPOTANITO,Nayarit,Santa Maria del Oro,"5,698",21.34717,-104.68298,63837,FO,MBB,263
170118,170118-PUENTE-DE-CAMOTLAN,Nayarit,La Yesca,"8,740",21.70068,-104.0812,63590,Satelital ,MBB,"1,397"
170121,170121-DR-SALAZAR,Nayarit,Ruiz,"15,552",21.95807,-105.14841,63622,FO,MBB,"1,533"
170122,170122-NICOLAS-ECHEVERRIA,Nayarit,Santiago Ixcuintla,"15,862",21.813481,-105.209486,63310,FO,MBB,1039
170123,170123-SAN-FELIPE-AZTATAN,Nayarit,Tecuala,"9,438",22.36181,-105.53932,63460,FO,MBB,168
170125,170125-JACARANDAS-TEPIC,Nayarit,Tepic,"12,472",21.48,-104.85593,63173,FO,MBB,"1,287"
170126,170126-MOCTEZUMA,Nayarit,Tepic,"18,595",21.48201,-104.89439,63185,FO,MBB,940
170127,170127-SANGANWEY,Nayarit,Tepic,"8,791",21.48818,-104.81805,63173,FO,MBB,"2,102"
170129,170129-EL-NARANJO,Nayarit,Acaponeta,37.6984663,22.55361,-105.27135,63403,Satelital ,MBB,246
170132,170132-POCHOTITAN,Nayarit,Tepic,"3,557",21.5834,-104.70119,63524,Satelital ,MBB,609
170133,170133-GUADALUPE-OCOTAN,Nayarit,La Yesca,"1,261",21.88825,-104.35525,63596,Satelital ,MBB,975
170134,170134-SUB-NUEVO-VALLARTA,Nayarit,Bahia de Banderas,"2,203",20.760555,-105.288333,63735,Satelital ,MBB,278
170137,170137-TEQUILITA,Nayarit,San Pedro Lagunillas,228.424424,21.08926728,-104.7988039,63810,Satelital ,MBB,481
170154,170154-JESUS-MARIA-CORTE,Nayarit,Tepic,347.4745942,21.722709,-104.878879,63520,Satelital ,MBB,497
170163,170163-TEPONAHUAXTLA-HUAIXTA,Nayarit,Rosamorada,205.9987674,22.22537,-105.188279,63634,Satelital ,MBB,0
170164,170164-APOZOLCO,Nayarit,La Yesca,770.375453,21.42861111,-103.9094444,63587,Satelital ,MBB,341
170165,170165-SAN-BLASITO,Nayarit,Amatlan de Cañas,574.4740338,20.6975,-104.2936111,63968,Satelital ,MBB,228
170166,170166-SAN-ANDRES-MILPILLAS,Nayarit,Huajicori,781.7146647,22.861856,-105.117328,63495,Satelital ,MBB,421
170172,170172-LOS-ENCINOS,Nayarit,Del Nayar,860,22.2213,-104.8047,63549,Satelital ,MBB,308
170173,170173-RANCHO-VIEJO,Nayarit,Del Nayar,191.0863495,22.47566,-104.82375,63544,Satelital ,MBB,"1,461"
170178,170178-OCOTA-DE-LA-SIERRA,Nayarit,La Yesca,717.785263,21.85274,-104.21201,63596,Satelital ,MBB,860
170179,170179-QUIVIQUINTA,Nayarit,Huajicori,"1,042",22.731206,-105.3347,63486,Satelital ,MBB,329
170180,170180-MESA-DEL-NAYAR,Nayarit,Del Nayar,"3,549",22.21552,-104.65264,63546,Satelital ,MBB,"1,667"
170195,170195-VILLA-JUAREZ,Nayarit,Santiago Ixcuintla,"4,446",21.691531,-105.387478,63579,Satelital ,MBB,159
170196,170196-SENTISPAC,Nayarit,Santiago Ixcuintla,"3,389",21.81088,-105.35487,63565,FO,MBB,158
170197,170197-SAN-MIGUEL,Nayarit,Acaponeta,895.5534782,22.3378044,-105.286336,63427,FO,MBB,11
170198,170198-EL-CAPOMO,Nayarit,Compostela,"2,405",21.113734,-105.119448,63722,Satelital ,MBB,84
170199,170199-TEPUZHUACAN,Nayarit,Amatlan de Cañas,"1,430",20.87654,-104.51866,63985,Satelital ,MBB,352
170200,170200-SAN-MIGUEL-NUMERO-DOS,Nayarit,Santiago Ixcuintla,"2,170",21.82869,-105.39236,63565,Satelital ,MBB,86
170201,170201-TRIGOMIL,Nayarit,Xalisco,"1,792",21.39442,-104.79305,63795,FO,MBB,218
170202,170202-SAN-PEDRO-IXCATAN,Nayarit,Ruiz,833.6278787,22.03936,-104.9348,63619,Satelital ,MBB,0
170203,170203-BOCA-DE-CAMICHIN,Nayarit,Santiago Ixcuintla,"1,717",21.74545,-105.49046,63573,Satelital ,MBB,82
170205,170205-URSULO-GALVAN,Nayarit,Compostela,"4,813",20.95259,-105.34048,63724,FO,MBB,167
170206,170206-SAN-ANDRES,Nayarit,Santiago Ixcuintla,"2,165",21.9093,-105.5686,63561,Satelital ,MBB,0
170209,170209-PENAS,Nayarit,Tuxpan,"2,700",21.94104,-105.23087,63660,FO,MBB,68
170210,170210-LOS-OTATES,Nayarit,Santiago Ixcuintla,"4,749",21.7022,-105.37482,63578,Satelital ,MBB,230
170211,170211-CAMALOTITA,Nayarit,Tecuala,"8,021",22.4069,-105.42989,63456,FO,MBB,441
170212,170212-VALLE-MORELOS,Nayarit,Santiago Ixcuintla,"2,465",21.84108,-105.28186,63552,FO,MBB,231
170214,170214-SAN-VICENTE,Nayarit,Rosamorada,"23,054",21.9493,-105.295,63646,FO,MBB,844
170215,170215-ISMAEL-ZUNIGA,Nayarit,Ahuacatlan,"9,177",21.05989556,-104.4792443,63928,FO,MBB,731
170221,170221-SAN-PABLO,Nayarit,Bahia de Banderas,900.4219112,20.77,-105.258056,63737,Satelital ,MBB,1327
170222,170222-IGNACIO-RON,Nayarit,Ahuacatlan,426.9450295,20.9574,-104.67,63930,Satelital ,MBB,187
170223,170223-DESTILADERAS,Nayarit,Bahia de Banderas,"5,938",20.69830556,-105.2706389,63735,Satelital ,MBB,693
170224,170224-G-VELAS,Nayarit,Bahia de Banderas,"3,479",20.708872,-105.292126,63735,Satelital ,MBB,295
170226,170226-BUCERIAS,Nayarit,Bahia de Banderas,"3,748",20.73930796,-105.3153853,63735,Satelital ,MBB,604
170227,170227-VALLE-BANDERA,Nayarit,Bahia de Banderas,"6,423",20.804765,-105.250213,63730,Satelital ,MBB,321
170228,170228-EL-RESBALON,Nayarit,Acaponeta,519.7002854,22.3935328,-105.30156,63429,FO,MBB,70
170229,170229-FRACC-REAL-MONTECARLO,Nayarit,Tepic,"2,917",21.51355556,-104.8669167,63059,Satelital ,MBB,675
170237,170237-AZTLAN,Nayarit,Tepic,"3,950",21.52075,-104.936576,63114,Satelital ,MBB,725
180001,180001-RODHESIA,Nuevo Leon,Apodaca,"13,886",25.73047,-100.16689,66648,FO,MBB,"2,519"
180002,180002-BALCONES,Nuevo Leon,Guadalupe,"19,816",25.721027,-100.185325,67113,FO,MBB,"2,134"
180003,180003-TORREY,Nuevo Leon,Guadalupe,"15,904",25.695956,-100.181966,67116,FO,MBB,912
180004,180004-VALLE-FERTIL,Nuevo Leon,Apodaca,"5,151",25.713184,-100.169429,66649,FO,MBB,909
180006,180006-JARDINES-ROMA,Nuevo Leon,Monterrey,"6,975",25.643103,-100.30197,64740,FO,MBB,754
180007,180007-REVOLUCION,Nuevo Leon,Monterrey,"3,691",25.646694,-100.275222,64830,FO,MBB,358
180008,180008-BALCONES-NAZAS,Nuevo Leon,Monterrey,"6,499",25.629932,-100.300132,64909,FO,MBB,672
180009,180009-GARZA-SADA,Nuevo Leon,Monterrey,"15,607",25.6659167,-100.297694,64700,FO,MBB,"2,419"
180010,180010-LAS-BRUJAS,Nuevo Leon,Guadalupe,"7,481",25.647297,-100.187951,67192,FO,MBB,351
180011,180011-GUERRA,Nuevo Leon,Guadalupe,"15,281",25.67682,-100.253694,67100,FO,MBB,849
180013,180013-ARAMBERRI,Nuevo Leon,Monterrey,"11,710",25.67564,-100.30637,64000,FO,MBB,939
180014,180014-129-MONTERREY,Nuevo Leon,Guadalupe,"29,888",25.663617,-100.263734,67140,FO,MBB,"1,123"
180015,180015-MURALISTAS,Nuevo Leon,Guadalupe,"5,128",25.64673,-100.26762,67173,FO,MBB,186
180016,180016-CHAPULTEPEC,Nuevo Leon,Guadalupe,"7,713",25.655866,-100.262497,67174,FO,MBB,348
180017,180017-BOSQUE-MAGICO,Nuevo Leon,Guadalupe,"20,305",25.66115,-100.25307,67174,FO,MBB,345
180018,180018-CHAPULTEPEC,Nuevo Leon,Monterrey,"5,833",25.666416,-100.278873,64820,FO,MBB,571
180019,180019-PARQUE-ESPANA,Nuevo Leon,Monterrey,"3,584",25.6715,-100.28295,64800,FO,MBB,252
180020,180020-TECNOLOGICO,Nuevo Leon,Monterrey,"8,210",25.64726,-100.2907,64840,FO,MBB,815
180021,180021-EPIFANIO,Nuevo Leon,Apodaca,"10,988",25.745128,-100.189309,66634,FO,MBB,"1,098"
180022,180022-272-APODACA,Nuevo Leon,Apodaca,"2,419",25.75788,-100.23951,66630,FO,MBB,219
180023,180023-APODACA,Nuevo Leon,Apodaca,"15,290",25.782482,-100.184298,66600,FO,MBB,1003
180024,180024-SAN-ISIDRO,Nuevo Leon,Apodaca,"2,761",25.75928,-100.15287,66646,FO,MBB,600
180025,180025-KALOS-APODACA,Nuevo Leon,Apodaca,"7,930",25.756424,-100.200282,66633,FO,MBB,451
180026,180026-ANKER,Nuevo Leon,Apodaca,"10,577",25.76888056,-100.1785278,66603,FO,MBB,241
180027,180027-SENEGAL-II,Nuevo Leon,Apodaca,"5,150",25.7635944,-100.2453306,66636,FO,MBB,727
180028,180028-104-APODACA,Nuevo Leon,Apodaca,"9,515",25.78509722,-100.2408583,66612,FO,MBB,"1,495"
180029,180029-MOLINOS,Nuevo Leon,Apodaca,"6,057",25.776337,-100.198754,66603,FO,MBB,441
180030,180030-MISION-SAN-PABLO,Nuevo Leon,Apodaca,"2,448",25.742677,-100.142128,66643,FO,MBB,975
180031,180031-HUINALA,Nuevo Leon,Apodaca,"10,615",25.759908,-100.16476,66646,FO,MBB,"2,408"
180032,180032-PI-MONTERREY,Nuevo Leon,Apodaca,"30,422",25.7732,-100.16325,66603,FO,MBB,"1,584"
180033,180033-259-APODACA,Nuevo Leon,Apodaca,"5,251",25.751333,-100.158917,66640,FO,MBB,870
180034,180034-HUINALA,Nuevo Leon,Apodaca,"11,632",25.74615,-100.166883,66640,FO,MBB,"1,270"
180035,180035-CENTRO-AMERICA,Nuevo Leon,Apodaca,"5,295",25.734855,-100.187907,66633,FO,MBB,605
180036,180036-JANIK,Nuevo Leon,Guadalupe,"12,055",25.689876,-100.229742,67150,FO,MBB,705
180037,180037-AXXA,Nuevo Leon,San Nicolas de los Garza,"5,048",25.712,-100.2396,66495,FO,MBB,316
180038,180038-FIESTA-INN-LA-FE,Nuevo Leon,San Nicolas de los Garza,"14,049",25.7203333,-100.2140833,66477,FO,MBB,961
180039,180039-MINGUEL-ANLEMAN,Nuevo Leon,Guadalupe,"9,836",25.695698,-100.23186,67128,FO,MBB,471
180040,180040-NORIA-NORTE,Nuevo Leon,Apodaca,"10,492",25.735376,-100.198648,66634,FO,MBB,908
180041,180041-LOMAS-DE-SAN-MIGUEL,Nuevo Leon,Guadalupe,"16,376",25.72455556,-100.1940278,67117,FO,MBB,"1,424"
180042,180042-112-APODACA,Nuevo Leon,Apodaca,"5,711",25.748912,-100.226654,66632,FO,MBB,454
180043,180043-CIBELES,Nuevo Leon,Guadalupe,"13,908",25.70373,-100.231094,67129,FO,MBB,426
180044,180044-SEVERIANO,Nuevo Leon,Monterrey,"7,113",25.689399,-100.264098,64540,FO,MBB,771
180045,180045-PINTORES,Nuevo Leon,Guadalupe,"6,164",25.70849,-100.23023,67129,FO,MBB,408
180046,180046-AZTECA,Nuevo Leon,Guadalupe,"15,531",25.68069,-100.24512,67150,FO,MBB,811
180047,180047-HERCULES,Nuevo Leon,Guadalupe,"25,705",25.70845,-100.1965639,67115,FO,MBB,"1,174"
180048,180048-TOLTECA,Nuevo Leon,Guadalupe,"10,184",25.67712,-100.23151,67155,FO,MBB,251
180049,180049-ALTOS-HORNOS,Nuevo Leon,Monterrey,"8,033",25.67526,-100.274835,64800,FO,MBB,713
180050,180050-LOS-ANGELES,Nuevo Leon,San Nicolas de los Garza,"11,131",25.720426,-100.23076,66470,FO,MBB,587
180051,180051-BRUSELAS,Nuevo Leon,San Nicolas de los Garza,"11,060",25.731859,-100.226076,66478,FO,MBB,1045
180052,180052-IZTACCIHUATL,Nuevo Leon,Monterrey,"4,635",25.703012,-100.352088,64430,FO,MBB,196
180053,180053-FERROCARRILEROS,Nuevo Leon,Monterrey,"7,905",25.725563,-100.324246,64260,FO,MBB,591
180054,180054-HYLSA,Nuevo Leon,San Nicolas de los Garza,"21,596",25.731856,-100.308225,66455,FO,MBB,588
180055,180055-SIMON-BOLIVAR,Nuevo Leon,Monterrey,"4,372",25.720153,-100.339619,64190,FO,MBB,534
180056,180056-PASEO-DE-LOS-LEONES,Nuevo Leon,Monterrey,"11,263",25.701584,-100.361193,64390,FO,MBB,361
180057,180057-GRIJALVA,Nuevo Leon,Monterrey,"4,746",25.70956,-100.34306,64190,FO,MBB,300
180058,180058-CENTRAL-DE-ABASTOS,Nuevo Leon,San Nicolas de los Garza,"12,619",25.718139,-100.293726,66482,FO,MBB,723
180059,180059-EL-VOLCAN,Nuevo Leon,Monterrey,"10,454",25.7165,-100.30868,64500,FO,MBB,596
180060,180060-COMPOSTELA,Nuevo Leon,Monterrey,"8,908",25.73087,-100.34354,64259,FO,MBB,710
180061,180061-109-MONTERREY,Nuevo Leon,Monterrey,"5,946",25.737803,-100.34705,64240,FO,MBB,"1,454"
180062,180062-HIDALGO,Nuevo Leon,Monterrey,"18,823",25.71208,-100.32868,64299,FO,MBB,703
180063,180063-ALMAZAN,Nuevo Leon,San Nicolas de los Garza,"21,918",25.73775278,-100.3228223,66450,FO,MBB,862
180064,180064-REGINA,Nuevo Leon,Monterrey,"11,290",25.70715833,-100.3146139,64290,FO,MBB,620
180065,180065-SULTAN,Nuevo Leon,Monterrey,"9,243",25.717661,-100.316269,64290,FO,MBB,991
180066,180066-DE-NORTE,Nuevo Leon,Monterrey,"12,109",25.70995,-100.30205,64508,FO,MBB,916
180067,180067-LEONES,Nuevo Leon,Monterrey,"6,971",25.696394,-100.34146,64460,FO,MBB,531
180068,180068-HERON-PROAL,Nuevo Leon,Monterrey,"8,520",25.78066,-100.374172,64200,FO,MBB,"1,140"
180069,180069-FOMERREY,Nuevo Leon,Monterrey,"17,063",25.756673,-100.399013,64108,FO,MBB,945
180070,180070-FAROLILLO,Nuevo Leon,Monterrey,"4,982",25.762888,-100.383113,64106,FO,MBB,619
180071,180071-309-MONTERREY,Nuevo Leon,Monterrey,"5,391",25.767513,-100.394458,64102,FO,MBB,446
180072,180072-DECRETO-PRESIDENCIAL,Nuevo Leon,Monterrey,"3,484",25.75112,-100.39002,64108,FO,MBB,110
180073,180073-APOLO,Nuevo Leon,Monterrey,"7,484",25.7670833,-100.3698028,64105,FO,MBB,853
180074,180074-FOMERREY,Nuevo Leon,Monterrey,"6,593",25.77229,-100.381313,64102,FO,MBB,"1,348"
180075,180075-VILLAS-DE-SAN-FRANCISCO,Nuevo Leon,General Escobedo,"9,925",25.821567,-100.36653,66062,FO,MBB,"1,084"
180076,180076-SANTA-CLARA,Nuevo Leon,Monterrey,"10,953",25.741108,-100.394544,64346,FO,MBB,702
180077,180077-LAS-VILLAS,Nuevo Leon,San Nicolas de los Garza,"14,059",25.76101944,-100.2955722,66400,FO,MBB,579
180078,180078-TROPICAL,Nuevo Leon,San Nicolas de los Garza,"12,067",25.75395448,-100.2882964,66400,FO,MBB,309
180079,180079-ELENA-LEAL,Nuevo Leon,San Nicolas de los Garza,"27,199",25.751186,-100.299339,66420,FO,MBB,1224
180080,180080-TIKAL,Nuevo Leon,San Nicolas de los Garza,"7,028",25.761066,-100.319108,66422,FO,MBB,557
180081,180081-142-SN-NICOLAS-D-L-GARZ,Nuevo Leon,Apodaca,"13,540",25.76959722,-100.26355,66635,FO,MBB,"1,581"
180082,180082-CANADA,Nuevo Leon,General Escobedo,"11,516",25.7702,-100.2899,66059,FO,MBB,863
180083,180083-BARRAGAN,Nuevo Leon,San Nicolas de los Garza,"12,937",25.74983056,-100.3095278,66420,FO,MBB,634
180084,180084-PLAZA-BELLA,Nuevo Leon,San Nicolas de los Garza,"11,785",25.769382,-100.274028,66417,FO,MBB,831
